Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Marque,Modele,Price_EUR
BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995.0,190.0,5,BMW,X3 xDrive 20d xLine,35827
Hyundai i20 1.2 Magna,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197.0,80.0,5,Hyundai,i20 1.2 Magna,3025
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2018,43912,CNG,Manual,First,10.785714285714286,1196.0,73.0,5,Maruti,Eeco 5 STR With AC Plus HTR CNG,4763
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399.0,68.0,5,Ford,Fiesta EXi 1.4 TDCi Ltd,4125
Honda City 1.5 V AT,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497.0,118.0,5,Honda,City 1.5 V AT,6501
Maruti Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,First,25.2,1248.0,74.0,5,Maruti,Swift VDI BSIV,4785
Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,Diesel,Manual,First,24.0,1120.0,70.0,5,Hyundai,Grand i10 CRDi SportZ Edition,3575
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,Petrol,Manual,First,17.0,1198.0,74.0,5,Volkswagen,Ameo 1.2 MPI Highline 16 Alloy,6050
Honda City i VTEC CVT VX,Kochi,2018,34696,Petrol,Automatic,First,18.0,1497.0,117.3,5,Honda,City i VTEC CVT VX,13288
Maruti Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,First,27.39,1248.0,74.0,5,Maruti,Baleno Alpha 1.3,8228
Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,Diesel,Manual,First,24.0,1120.0,70.0,5,Hyundai,Grand i10 CRDi Sportz,6050
Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5,Maruti,Swift Dzire VDi,3850
Land Rover Freelander 2 TD4 HSE,Delhi,2013,72000,Diesel,Automatic,First,0.0,2179.0,115.0,5,Land,Rover Freelander 2 TD4 HSE,17050
Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982.0,171.0,7,Toyota,Fortuner 3.0 Diesel,20900
Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498.0,98.6,5,Honda,Jazz VX Diesel,9240
Maruti Vitara Brezza LDi Option,Pune,2016,31001,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza LDi Option,7975
Maruti Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248.0,74.0,5,Maruti,Swift Dzire VDI,4675
Skoda Rapid 1.5 TDI AT Elegance,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5,Skoda,Rapid 1.5 TDI AT Elegance,6270
Land Rover Freelander 2 TD4 SE,Hyderabad,2013,46000,Diesel,Automatic,Second,0.0,2179.0,115.0,5,Land,Rover Freelander 2 TD4 SE,28600
Maruti Alto 800 LXI,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796.0,47.3,5,Maruti,Alto 800 LXI,2739
Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,Petrol,Manual,Second,16.47,1198.0,73.9,5,Volkswagen,Polo Petrol Highline 1.2L,3300
Honda City i DTEC SV,Delhi,2015,65000,Diesel,Manual,First,26.0,1498.0,98.6,5,Honda,City i DTEC SV,6545
Maruti Swift Dzire LDI,Delhi,2013,72000,Diesel,Manual,First,23.4,1248.0,74.0,5,Maruti,Swift Dzire LDI,2959
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5,Audi,A4 2.0 TDI 177 Bhp Technology Edition,28600
Honda City i VTEC VX,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497.0,117.3,5,Honda,City i VTEC VX,6050
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,29875,Petrol,Manual,First,18.16,1196.0,86.8,5,Ford,Figo Aspire 1.2 Ti-VCT Ambiente,5335
Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza LDi,9229
Renault Duster 110PS Diesel RxL,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461.0,108.45,5,Renault,Duster 110PS Diesel RxL,8789
Hyundai i20 Active 1.4 SX,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396.0,88.73,5,Hyundai,i20 Active 1.4 SX,7645
Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390.0,75.0,5,Mahindra,Logan Petrol 1.4 GLE,1650
Honda City ZX GXi,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497.0,78.0,5,Honda,City ZX GXi,1705
Ford Figo Petrol EXI,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5,Ford,Figo Petrol EXI,3025
Renault Duster Petrol RxL,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598.0,102.53,5,Renault,Duster Petrol RxL,4675
Hyundai i10 Sportz 1.2,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Sportz 1.2,3135
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984.0,208.0,5,Audi,Q5 2008-2012 2.0 TFSI Quattro,11000
Maruti Versa DX2 BS II,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298.0,83.1,8,Maruti,Versa DX2 BS II,1375
Maruti Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248.0,74.0,5,Maruti,Swift Dzire ZDI,8250
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5,Audi,A4 2.0 TDI Premium Sport Limited Edition,28391
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198.0,74.0,5,Volkswagen,Polo 1.2 MPI Comfortline,4730
Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7,Toyota,Fortuner 3.0 Diesel,12100
Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7,Toyota,Fortuner 3.0 Diesel,12925
Honda Accord 2.4 MT,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354.0,177.6,5,Honda,Accord 2.4 MT,7238
Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248.0,74.0,5,Maruti,Swift ZDi,5280
Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,Petrol,Manual,Second,17.5,1198.0,70.0,5,Skoda,Fabia 1.2 MPI Classic,1815
Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956.0,170.0,5,Jeep,Compass 2.0 Sport,16500
Ford Fiesta 1.6 ZXi ABS,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596.0,101.0,5,Ford,Fiesta 1.6 ZXi ABS,1815
Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793.0,47.0,5,Maruti,Celerio ZDi,3960
Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,Diesel,Manual,First,11.5,2982.0,171.0,7,Toyota,Fortuner 3.0 Diesel,12650
Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793.0,47.0,5,Maruti,Celerio ZDi,3960
Hyundai EON Era Plus,Pune,2015,30158,Petrol,Manual,First,21.1,814.0,55.2,5,Hyundai,EON Era Plus,3355
Ford Fiesta Diesel Trend,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498.0,90.0,5,Ford,Fiesta Diesel Trend,6600
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198.0,74.0,5,Volkswagen,Polo 1.2 MPI Comfortline,4125
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199.0,74.0,5,Volkswagen,Polo 1.2 MPI Comfortline,6787
Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza ZDi,9955
Honda Brio S MT,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198.0,86.8,5,Honda,Brio S MT,4455
Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,First,17.5,1298.0,85.8,5,Maruti,Swift Dzire VXi,4675
Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1,998.0,67.04,5,Maruti,Celerio LXI MT,4125
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,28000,Petrol,Automatic,First,13.0,1591.0,121.3,5,Hyundai,Creta 1.6 SX Plus Petrol Automatic,13035
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2016,31826,Diesel,Manual,First,22.7,1498.0,89.84,5,Ford,Ecosport 1.5 DV5 MT Titanium,9064
Honda CR-V RVi MT,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997.0,141.1,5,Honda,CR-V RVi MT,7150
Mahindra XUV500 W8 2WD,Delhi,2014,74345,Diesel,Manual,First,15.1,2179.0,140.0,7,Mahindra,XUV500 W8 2WD,8800
Volkswagen Polo 1.2 MPI Highline,Kochi,2015,58134,Petrol,Manual,First,16.47,1198.0,74.0,5,Volkswagen,Polo 1.2 MPI Highline,5104
Hyundai i10 Magna AT,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197.0,80.0,5,Hyundai,i10 Magna AT,3652
Hyundai i10 Magna 1.2,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197.0,78.9,5,Hyundai,i10 Magna 1.2,3058
Chevrolet Cruze LTZ AT,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5,Chevrolet,Cruze LTZ AT,9845
Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991.0,181.03,5,Mercedes-Benz,E-Class E 200 CGI,24145
Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359.0,134.0,5,Hyundai,Sonata 2.4 GDI,8690
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796.0,186.0,5,Mercedes-Benz,New C-Class C 200 Kompressor Elegance AT,31900
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199.0,73.9,5,Volkswagen,Polo Diesel Trendline 1.2L,3575
Honda City i VTEC SV,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497.0,117.3,5,Honda,City i VTEC SV,6490
Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza ZDi,10868
Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197.0,81.86,5,Hyundai,Elite i20 Asta Option,9658
Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179.0,138.1,7,Tata,New Safari Dicor EX 4X2,3025
Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,Diesel,Manual,First,21.64,1461.0,84.8,5,Nissan,Sunny 2011-2014 Diesel XL,6578
BMW 3 Series 330 Ci Convertible,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497.0,215.0,5,BMW,3 Series 330 Ci Convertible,34100
Toyota Corolla 1.8 J,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798.0,138.0,5,Toyota,Corolla 1.8 J,3905
Hyundai Verna 1.6 SX,Kochi,2015,60519,Diesel,Manual,First,22.32,1582.0,126.32,5,Hyundai,Verna 1.6 SX,6864
Maruti Swift Dzire VDi,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248.0,73.9,5,Maruti,Swift Dzire VDi,2409
Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248.0,73.75,5,Maruti,Dzire VDI,6050
Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07,998.0,67.1,5,Maruti,Alto K10 VXI,2310
Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143.0,170.0,5,Mercedes-Benz,New C-Class 220 CDI AT,15400
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582.0,126.2,5,Hyundai,Verna CRDi 1.6 SX Option,6050
Chevrolet Aveo 1.6 LT,Pune,2007,63000,Petrol,Manual,Third,14.2,1598.0,102.0,5,Chevrolet,Aveo 1.6 LT,1320
Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197.0,81.8,5,Maruti,Swift VXI BSIV,5830
Hyundai Verna 1.6 CRDi S,Chennai,2015,85000,Diesel,Manual,First,23.9,1582.0,126.2,5,Hyundai,Verna 1.6 CRDi S,6930
Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143.0,168.0,5,Mercedes-Benz,GLC 220d Celebration Edition,44517
Toyota Fortuner 4x2 Manual,Delhi,2013,65000,Diesel,Manual,First,13.0,2982.0,168.5,7,Toyota,Fortuner 4x2 Manual,17710
Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968.0,167.6,5,Audi,Q5 2008-2012 2.0 TDI,27500
BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5,BMW,3 Series 320d Dynamic,8745
Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,First,24.7,796.0,47.3,5,Maruti,Alto 800 2016-2019 LXI,2915
Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998.0,67.1,5,Maruti,Alto K10 2010-2014 VXI,3091
Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798.0,167.62,5,Audi,A4 1.8 TFSI Technology Edition,19250
Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197.0,85.0,5,Maruti,Swift VXi BSIV,3630
Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5,998.0,67.04,5,Maruti,Wagon R VXI,5874
Skoda Rapid 1.5 TDI Ambition,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498.0,103.52,5,Skoda,Rapid 1.5 TDI Ambition,9350
Honda Jazz S,Kochi,2010,82606,Petrol,Manual,Second,16.0,1198.0,90.0,5,Honda,Jazz S,2959
Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,Diesel,Manual,First,16.0,2179.0,140.0,7,Mahindra,XUV500 W10 2WD,12650
Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197.0,85.8,5,Maruti,Ritz VXi,4466
Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143.0,201.15,5,Mercedes-Benz,GLE 250d,53900
Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598.0,103.5,5,Skoda,Rapid 1.6 TDI Ambition,5060
Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,Diesel,Manual,First,24.0,1120.0,70.0,5,Hyundai,Grand i10 CRDi Magna,4356
Hyundai Elite i20 Petrol Asta,Mumbai,2015,28133,Petrol,Manual,First,18.6,1197.0,81.86,5,Hyundai,Elite i20 Petrol Asta,6160
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248.0,74.0,5,Tata,Zest Quadrajet 1.3 75PS XE,4125
Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,Diesel,Manual,First,22.54,1396.0,88.73,5,Hyundai,i20 Magna 1.4 CRDi,6050
Skoda Rapid 1.6 TDI Elegance,Delhi,2012,62000,Diesel,Manual,Second,20.5,1598.0,103.5,5,Skoda,Rapid 1.6 TDI Elegance,3300
Fiat Linea Emotion,Mumbai,2011,48000,Petrol,Manual,First,16.0,1368.0,90.0,5,Fiat,Linea Emotion,3300
Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,Petrol,Manual,First,16.1,1298.0,88.2,5,Maruti,Swift VXI BSIII W/ ABS,3245
Tata Indica V2 2001-2011 eLS,Hyderabad,2015,80500,Diesel,Manual,First,25.0,1396.0,69.0,5,Tata,Indica V2 2001-2011 eLS,2695
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,Diesel,Automatic,First,14.84,2143.0,170.0,5,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,15389
Honda City V MT AVN,Chennai,2012,41000,Petrol,Manual,Second,16.8,1497.0,116.3,5,Honda,City V MT AVN,4950
Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,Second,18.5,1197.0,80.0,5,Hyundai,i20 Magna,2750
Toyota Fortuner 4x2 Manual,Chennai,2015,99000,Diesel,Manual,First,13.0,2982.0,168.5,7,Toyota,Fortuner 4x2 Manual,22550
Hyundai Grand i10 Magna,Delhi,2014,31200,Petrol,Manual,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 Magna,4290
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,Diesel,Manual,Second,15.0,1896.0,105.0,5,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,3850
Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,60924,Petrol,Automatic,First,15.63,1499.0,110.4,5,Ford,EcoSport 1.5 Ti VCT AT Titanium,9130
Hyundai EON Magna Plus,Chennai,2012,45000,Petrol,Manual,First,21.1,814.0,55.2,5,Hyundai,EON Magna Plus,2750
Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198.0,75.94,5,Nissan,Micra XV CVT,2915
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,30534,Petrol,Automatic,First,19.0,1199.0,88.7,5,Honda,Jazz 1.2 V CVT i VTEC,8162
Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,Petrol,Manual,First,16.47,1198.0,74.0,5,Volkswagen,Polo 1.2 MPI Trendline,5093
Hyundai Verna 1.6 SX,Delhi,2011,67000,Diesel,Manual,First,22.32,1582.0,126.32,5,Hyundai,Verna 1.6 SX,4180
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,Diesel,Automatic,First,10.0,2148.0,170.0,5,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde,17325
Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193.0,88.7,5,Tata,Zest Revotron 1.2 XT,5796
Honda Brio S Option MT,Mumbai,2012,39566,Petrol,Manual,Second,18.4,1198.0,86.8,5,Honda,Brio S Option MT,3025
Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,First,27.3,1498.0,98.6,5,Honda,Jazz VX Diesel,8140
Maruti Alto K10 VXI AGS,Jaipur,2017,18491,Petrol,Automatic,First,24.07,998.0,67.1,5,Maruti,Alto K10 VXI AGS,4290
Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,Diesel,Manual,First,22.54,1396.0,88.73,5,Hyundai,i20 Sportz 1.4 CRDi,6490
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,Diesel,Manual,First,22.7,1598.0,118.0,5,Maruti,SX4 S Cross DDiS 320 Zeta,10538
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,Diesel,Automatic,First,14.21,2143.0,203.0,5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,27445
Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,25648,Petrol,Manual,First,13.7,1399.0,98.82,7,Chevrolet,Enjoy Petrol LS 7 Seater,4719
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,Diesel,Automatic,Second,14.21,2143.0,203.0,5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,12650
Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7,Mahindra,XUV500 W4,10615
Hyundai i10 Sportz,Mumbai,2015,20000,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Sportz,4125
Hyundai Getz 1.3 GLS,Pune,2007,143000,Petrol,Manual,Second,14.2,1341.0,82.9,5,Hyundai,Getz 1.3 GLS,1210
Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,Diesel,Automatic,First,12.07,2967.0,241.4,7,Audi,Q7 3.0 TDI quattro,34551
Mahindra Scorpio SLE BSIV,Pune,2012,99000,Diesel,Manual,Third,12.05,2179.0,120.0,8,Mahindra,Scorpio SLE BSIV,6600
Honda Jazz 1.2 SV i VTEC,Pune,2016,22700,Petrol,Manual,First,18.7,1199.0,88.7,5,Honda,Jazz 1.2 SV i VTEC,6105
Tata Safari Storme 2012-2015 EX,Jaipur,2017,28000,Diesel,Manual,First,14.0,2179.0,138.1,7,Tata,Safari Storme 2012-2015 EX,12001
Mahindra XUV500 W6 2WD,Kolkata,2014,62000,Diesel,Manual,First,15.1,2179.0,140.0,7,Mahindra,XUV500 W6 2WD,7975
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,Diesel,Manual,First,22.07,1199.0,73.9,5,Volkswagen,Polo Diesel Comfortline 1.2L,4290
Maruti Swift Dzire ZDi,Delhi,2012,71082,Diesel,Manual,First,19.3,1248.0,73.9,5,Maruti,Swift Dzire ZDi,4345
Audi Q3 2.0 TDI,Mumbai,2013,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5,Audi,Q3 2.0 TDI,24200
Maruti Celerio ZXI,Delhi,2014,21701,Petrol,Manual,First,23.1,998.0,67.04,5,Maruti,Celerio ZXI,3718
Honda City V MT Exclusive,Mumbai,2011,56000,Petrol,Manual,First,16.8,1497.0,116.3,5,Honda,City V MT Exclusive,3795
Hyundai i20 1.2 Spotz,Delhi,2016,32450,Petrol,Manual,First,18.6,1197.0,81.83,5,Hyundai,i20 1.2 Spotz,6325
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5,Renault,KWID RXT,3025
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,20483,Diesel,Automatic,First,17.9,2143.0,136.0,5,Mercedes-Benz,CLA 200 CDI Sport,33330
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,Diesel,Manual,First,22.7,1498.0,89.84,5,Ford,Ecosport 1.5 DV5 MT Titanium,8250
Hyundai i20 Asta 1.2,Coimbatore,2015,35441,Petrol,Manual,First,18.6,1197.0,81.83,5,Hyundai,i20 Asta 1.2,7557
Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,86398,Diesel,Manual,First,12.99,2494.0,100.6,7,Toyota,Innova 2.5 ZX Diesel 7 Seater,16720
Nissan Sunny 2011-2014 Diesel XL,Chennai,2012,150000,Diesel,Manual,First,21.64,1461.0,84.8,5,Nissan,Sunny 2011-2014 Diesel XL,3850
Maruti Swift VDI BSIV,Hyderabad,2014,89000,Diesel,Manual,First,25.2,1248.0,74.0,5,Maruti,Swift VDI BSIV,6435
Maruti A-Star Vxi,Hyderabad,2010,68375,Petrol,Manual,First,19.0,998.0,66.1,5,Maruti,A-Star Vxi,2750
Maruti Swift ZXI,Pune,2013,52000,Petrol,Manual,First,18.6,1197.0,85.8,5,Maruti,Swift ZXI,4345
Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143.0,136.0,5,Mercedes-Benz,CLA 200 CDI Sport,29700
Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7,Maruti,Ertiga ZXI,7425
Maruti Wagon R LXI,Jaipur,2007,71000,Petrol,Manual,Second,18.9,998.0,67.1,5,Maruti,Wagon R LXI,1650
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,72003,Diesel,Manual,First,22.07,1199.0,73.9,5,Volkswagen,Polo Diesel Trendline 1.2L,4290
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,Diesel,Manual,First,22.7,1498.0,89.84,5,Ford,Ecosport 1.5 DV5 MT Titanium Optional,7205
Honda City i DTEC VX,Kochi,2017,65850,Diesel,Manual,First,25.1,1498.0,98.6,5,Honda,City i DTEC VX,10384
Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798.0,138.03,5,Toyota,Corolla Altis 1.8 GL,11847
Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,Diesel,Manual,First,15.1,2179.0,140.0,7,Mahindra,XUV500 W8 2WD,8250
BMW 5 Series 530d M Sport,Chennai,2010,58000,Diesel,Automatic,First,18.59,2993.0,265.0,5,BMW,5 Series 530d M Sport,12925
Hyundai EON D Lite Plus,Kochi,2016,29832,Petrol,Manual,First,21.1,814.0,55.2,5,Hyundai,EON D Lite Plus,3619
Maruti Swift Dzire VDI,Chennai,2016,71156,Diesel,Manual,First,26.59,1248.0,74.0,5,Maruti,Swift Dzire VDI,7150
Maruti Celerio CNG VXI MT,Delhi,2015,64687,CNG,Manual,First,22.70714285714286,998.0,58.33,5,Maruti,Celerio CNG VXI MT,4180
Audi A4 2.0 TDI,Hyderabad,2011,54000,Diesel,Automatic,First,16.55,1968.0,147.51,5,Audi,A4 2.0 TDI,19800
Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,Petrol,Automatic,Second,13.7,1798.0,157.75,5,Skoda,Superb Elegance 1.8 TSI AT,5445
Tata Zest Revotron 1.2T XM,Kochi,2015,39208,Petrol,Manual,First,17.57,1193.0,88.7,5,Tata,Zest Revotron 1.2T XM,4971
Force One LX ABS 7 Seating,Kolkata,2014,41000,Diesel,Manual,First,17.0,2149.0,139.07,7,Force,One LX ABS 7 Seating,8800
Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497.0,117.3,5,Honda,City i-VTEC VX,6886
Nissan Sunny 2011-2014 XV,Chennai,2016,18000,Petrol,Manual,First,16.95,1498.0,97.7,5,Nissan,Sunny 2011-2014 XV,8250
Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,Petrol,Automatic,First,14.4,1598.0,103.6,5,Volkswagen,Vento Petrol Highline AT,3685
Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,Petrol,Automatic,First,15.74,1591.0,121.3,5,Hyundai,Verna 1.6 SX VTVT AT,6050
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582.0,126.2,5,Hyundai,Verna CRDi 1.6 AT SX Plus,5775
Audi A4 2.0 TDI Multitronic,Bangalore,2012,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5,Audi,A4 2.0 TDI Multitronic,17875
Maruti SX4 Vxi BSIV,Delhi,2009,92000,Petrol,Manual,First,15.5,1586.0,103.3,5,Maruti,SX4 Vxi BSIV,2970
